,id,subnumber,headword,context,,ste,nsm,translation,ref,filename,speaker,1,2,3,chaptertitle,sectiontitle,relatedword,relatedphrase,relatedvalue,functiontags,notes
,98,4,,,This person will feel something good because of this.,"  {""ste"": ""Many people in Australia think like this:""},{  ""ste"": ""When someone is saying something to me, if I know what someone wants to say, if I see this person can’t say it, it is good for me to say it before this person can say it.""},{  ""ste"": ""It is good if I say it like this “I think this is what you want to say. I don’t know.”""},{  ""ste"": ""This person will feel something good because of this.""}","{""nsm"": ""if I know what someone wants to say""},{""nsm"": ""if I see this person can’t say it""},{""nsm"": ""it is good for me to say it before this person can say it""},{""nsm"": ""this person will feel something very good because of this""},",,,,,,,,,,,,,,
,99,1,intrusive interruption in English,,Many people in Australia think like this:,"  {""ste"": ""Many people in Australia think like this:""}","{""nsm"": ""if I know what someone wants to say""},",,{Peeters:2000tf p. 212},,,,,attitude,,,,,,,
,99,2,,,"When someone is saying something to me, it is bad if I say what I think at the same time as this person.","  {""ste"": ""Many people in Australia think like this:""},{  ""ste"": ""When someone is saying something to me, it is bad if I say what I think at the same time as this person.""}","{""nsm"": ""if I know what someone wants to say""},{""nsm"": ""I can’t say something at the same time as this person""},",,,,,,,,,,,,,,
,99,3,,,It is good if I say what I think after this person.,"  {""ste"": ""Many people in Australia think like this:""},{  ""ste"": ""When someone is saying something to me, it is bad if I say what I think at the same time as this person.""},{  ""ste"": ""It is good if I say what I think after this person.""}","{""nsm"": ""if I know what someone wants to say""},{""nsm"": ""I can’t say something at the same time as this person""},{""nsm"": ""I can say what I think after this person""},",,,,,,,,,,,,,,
,99,4,,,"If I say it at the same time as this person, this person will feel something bad towards me.","  {""ste"": ""Many people in Australia think like this:""},{  ""ste"": ""When someone is saying something to me, it is bad if I say what I think at the same time as this person.""},{  ""ste"": ""It is good if I say what I think after this person.""},{  ""ste"": ""If I say it at the same time as this person, this person will feel something bad towards me.""}","{""nsm"": ""if I know what someone wants to say""},{""nsm"": ""I can’t say something at the same time as this person""},{""nsm"": ""I can say what I think after this person""},{""nsm"": ""if I say it now, this person will feel something bad towards me""},",,,,,,,,,,,,,,
,100,1,ending a conversation,,"When I am talking to some other people for some time, after some time I don’t want to say anything to these people any more.","  {""ste"": ""When I am talking to some other people for some time, after some time I don’t want to say anything to these people any more.""}","{""nsm"": ""it can be like this""},",,{Jordan:2017vv p. 51},,,,,norm,,,,,,,
,100,2,,,"When it is like this, I can say something like this: “I can’t talk to you now any more because I have to be in another place after a very short time.”","  {""ste"": ""When I am talking to some other people for some time, after some time I don’t want to say anything to these people any more.""},{  ""ste"": ""When it is like this, I can say something like this: “I can’t talk to you now any more because I have to be in another place after a very short time.”""}","{""nsm"": ""it can be like this""},{""nsm"": ""I am talking to some other people for some time;""},",,,,,,,,,,,,,,
,100,3,,,,"  {""ste"": ""When I am talking to some other people for some time, after some time I don’t want to say anything to these people any more.""},{  ""ste"": ""When it is like this, I can say something like this: “I can’t talk to you now any more because I have to be in another place after a very short time.”""},{  ""ste"": """"}","{""nsm"": ""it can be like this""},{""nsm"": ""I am talking to some other people for some time;""},{""nsm"": ""after some time, I don’t want to say anything to these people any more""},",,,,,,,,,,,,,,
,100,4,,,,"  {""ste"": ""When I am talking to some other people for some time, after some time I don’t want to say anything to these people any more.""},{  ""ste"": ""When it is like this, I can say something like this: “I can’t talk to you now any more because I have to be in another place after a very short time.”""},{  ""ste"": """"},{  ""ste"": """"}","{""nsm"": ""it can be like this""},{""nsm"": ""I am talking to some other people for some time;""},{""nsm"": ""after some time, I don’t want to say anything to these people any more""},{""nsm"": ""when it is like this, I can say something like this:""},",,,,,,,,,,,,,,
,100,5,,,,"  {""ste"": ""When I am talking to some other people for some time, after some time I don’t want to say anything to these people any more.""},{  ""ste"": ""When it is like this, I can say something like this: “I can’t talk to you now any more because I have to be in another place after a very short time.”""},{  ""ste"": """"},{  ""ste"": """"},{  ""ste"": """"}","{""nsm"": ""it can be like this""},{""nsm"": ""I am talking to some other people for some time;""},{""nsm"": ""after some time, I don’t want to say anything to these people any more""},{""nsm"": ""when it is like this, I can say something like this:""},{""nsm"": ""‘I can’t talk to you now any more because I have to be in another place after a very short time’""},",,,,,,,,,,,,,,
,101,1,“we must have coffee some time”,,Someone,"  {""ste"": ""Someone""}","{""nsm"": """"},",,,,,,,phrase,,,,,,,
,101,2,,,says something like this to someone else,"  {""ste"": ""Someone""},{  ""ste"": ""says something like this to someone else""}","{""nsm"": """"},{""nsm"": """"},",,,,,,,,,,,,,,
,101,3,,,“We must have coffee some time.”,"  {""ste"": ""Someone""},{  ""ste"": ""says something like this to someone else""},{  ""ste"": ""“We must have coffee some time.”""}","{""nsm"": """"},{""nsm"": """"},{""nsm"": """"},",,,,,,,,,,,,,,
,101,4,,,Henry thinks like this at this time:,"  {""ste"": ""Someone""},{  ""ste"": ""says something like this to someone else""},{  ""ste"": ""“We must have coffee some time.”""},{  ""ste"": ""Henry thinks like this at this time:""}","{""nsm"": """"},{""nsm"": """"},{""nsm"": """"},{""nsm"": """"},",,,,,,,,,,,,,,
,101,5,,,I feel something good towards Ivan. I want to be in the same place as Ivan at many times. I want to say many things to Ivan at many times.,"  {""ste"": ""Someone""},{  ""ste"": ""says something like this to someone else""},{  ""ste"": ""“We must have coffee some time.”""},{  ""ste"": ""Henry thinks like this at this time:""},{  ""ste"": ""I feel something good towards Ivan. I want to be in the same place as Ivan at many times. I want to say many things to Ivan at many times.""}","{""nsm"": """"},{""nsm"": """"},{""nsm"": """"},{""nsm"": """"},{""nsm"": """"},",,,,,,,,,,,,,,
,101,6,,,I don’t know when we can be in the same place. Maybe we can’t be in the same place at the same time.,"  {""ste"": ""Someone""},{  ""ste"": ""says something like this to someone else""},{  ""ste"": ""“We must have coffee some time.”""},{  ""ste"": ""Henry thinks like this at this time:""},{  ""ste"": ""I feel something good towards Ivan. I want to be in the same place as Ivan at many times. I want to say many things to Ivan at many times.""},{  ""ste"": ""I don’t know when we can be in the same place. Maybe we can’t be in the same place at the same time.""}","{""nsm"": """"},{""nsm"": """"},{""nsm"": """"},{""nsm"": """"},{""nsm"": """"},{""nsm"": """"},",,,,,,,,,,,,,,
,101,7,,,"Because of this, I don’t say something like “I will see you at this place, at this time.”","  {""ste"": ""Someone""},{  ""ste"": ""says something like this to someone else""},{  ""ste"": ""“We must have coffee some time.”""},{  ""ste"": ""Henry thinks like this at this time:""},{  ""ste"": ""I feel something good towards Ivan. I want to be in the same place as Ivan at many times. I want to say many things to Ivan at many times.""},{  ""ste"": ""I don’t know when we can be in the same place. Maybe we can’t be in the same place at the same time.""},{  ""ste"": ""Because of this, I don’t say something like “I will see you at this place, at this time.”""}","{""nsm"": """"},{""nsm"": """"},{""nsm"": """"},{""nsm"": """"},{""nsm"": """"},{""nsm"": """"},{""nsm"": """"},",,,,,,,,,,,,,,
,101,8,,,"I want Ivan to feel something good towards me, like I feel something good towards him.","  {""ste"": ""Someone""},{  ""ste"": ""says something like this to someone else""},{  ""ste"": ""“We must have coffee some time.”""},{  ""ste"": ""Henry thinks like this at this time:""},{  ""ste"": ""I feel something good towards Ivan. I want to be in the same place as Ivan at many times. I want to say many things to Ivan at many times.""},{  ""ste"": ""I don’t know when we can be in the same place. Maybe we can’t be in the same place at the same time.""},{  ""ste"": ""Because of this, I don’t say something like “I will see you at this place, at this time.”""},{  ""ste"": ""I want Ivan to feel something good towards me, like I feel something good towards him.""}","{""nsm"": """"},{""nsm"": """"},{""nsm"": """"},{""nsm"": """"},{""nsm"": """"},{""nsm"": """"},{""nsm"": """"},{""nsm"": """"},",,,,,,,,,,,,,,
,102,1,rude,it's rude to VP,It can be like this at many times in Australia:,"  {""ste"": ""It can be like this at many times in Australia:""}","{""nsm"": ""it is like this:""},",,{Waters:2012dj p. 1057},,,,,verb,,,,,,,
,102,2,,,People can know it is bad if someone does something like this,"  {""ste"": ""It can be like this at many times in Australia:""},{  ""ste"": ""People can know it is bad if someone does something like this""}","{""nsm"": ""it is like this:""},{""nsm"": ""people can know it is bad if someone does something like this (VP)""},",,,,,,,,,,,,,,
,102,3,,,.,"  {""ste"": ""It can be like this at many times in Australia:""},{  ""ste"": ""People can know it is bad if someone does something like this""},{  ""ste"": "".""}","{""nsm"": ""it is like this:""},{""nsm"": ""people can know it is bad if someone does something like this (VP)""},{""nsm"": ""it is bad because someone else can feel something bad because of it""},",,,,,,,,,,,,,,
,102,4,,,It is bad because someone else can feel something bad because of it.,"  {""ste"": ""It can be like this at many times in Australia:""},{  ""ste"": ""People can know it is bad if someone does something like this""},{  ""ste"": "".""},{  ""ste"": ""It is bad because someone else can feel something bad because of it.""}","{""nsm"": ""it is like this:""},{""nsm"": ""people can know it is bad if someone does something like this (VP)""},{""nsm"": ""it is bad because someone else can feel something bad because of it""},{""nsm"": ""this someone else can think something bad about this someone because of it""},",,,,,,,,,,,,,,
,102,5,,,This someone else can think something bad about this someone because of it. Other people can think the same.,"  {""ste"": ""It can be like this at many times in Australia:""},{  ""ste"": ""People can know it is bad if someone does something like this""},{  ""ste"": "".""},{  ""ste"": ""It is bad because someone else can feel something bad because of it.""},{  ""ste"": ""This someone else can think something bad about this someone because of it. Other people can think the same.""}","{""nsm"": ""it is like this:""},{""nsm"": ""people can know it is bad if someone does something like this (VP)""},{""nsm"": ""it is bad because someone else can feel something bad because of it""},{""nsm"": ""this someone else can think something bad about this someone because of it""},{""nsm"": ""other people can think the same""},",,,,,,,,,,,,,,
,103,1,saying “please”,,Many people in Australia think like this:,"  {""ste"": ""Many people in Australia think like this:""}","{""nsm"": """"},",,,,,,,norm,,,,,,,
,103,2,,,"When I want someone to do something good for me , it is good if I say this word at the same time “please”","  {""ste"": ""Many people in Australia think like this:""},{  ""ste"": ""When I want someone to do something good for me , it is good if I say this word at the same time “please”""}","{""nsm"": """"},{""nsm"": """"},",,,,,,,,,,,,,,
,103,3,,,"If I don’t do this, people can think something bad about me.","  {""ste"": ""Many people in Australia think like this:""},{  ""ste"": ""When I want someone to do something good for me , it is good if I say this word at the same time “please”""},{  ""ste"": ""If I don’t do this, people can think something bad about me.""}","{""nsm"": """"},{""nsm"": """"},{""nsm"": """"},",,,,,,,,,,,,,,
,104,1,please,"Can you close the door, please?",I want you to do something good for me.,"  {""ste"": ""I want you to do something good for me.""}","{""nsm"": """"},",,,,,,,phrase,,,,,,,
,104,2,,,"I know: I can’t say “you have to do it”. If you don’t want to do it, you can not do it.","  {""ste"": ""I want you to do something good for me.""},{  ""ste"": ""I know: I can’t say “you have to do it”. If you don’t want to do it, you can not do it.""}","{""nsm"": """"},{""nsm"": """"},",,,,,,,,,,,,,,
,104,3,,,I want you to know it will be good for me if you do this thing.,"  {""ste"": ""I want you to do something good for me.""},{  ""ste"": ""I know: I can’t say “you have to do it”. If you don’t want to do it, you can not do it.""},{  ""ste"": ""I want you to know it will be good for me if you do this thing.""}","{""nsm"": """"},{""nsm"": """"},{""nsm"": """"},",,,,,,,,,,,,,,
,104,4,,,"I think: If I say this word, maybe you will want to do it.","  {""ste"": ""I want you to do something good for me.""},{  ""ste"": ""I know: I can’t say “you have to do it”. If you don’t want to do it, you can not do it.""},{  ""ste"": ""I want you to know it will be good for me if you do this thing.""},{  ""ste"": ""I think: If I say this word, maybe you will want to do it.""}","{""nsm"": """"},{""nsm"": """"},{""nsm"": """"},{""nsm"": """"},",,,,,,,,,,,,,,
,105,1,saying “thank you”,,Many people in Australia think like this:,"  {""ste"": ""Many people in Australia think like this:""}","{""nsm"": ""many people think like this:""},",,{Wierzbicka:2012un p. 140},,,,,attitude,,,,,,,
,105,2,,,If someone,"  {""ste"": ""Many people in Australia think like this:""},{  ""ste"": ""If someone""}","{""nsm"": ""many people think like this:""},{""nsm"": ""if someone does something good for someone else at some time""},",,,,,,,,,,,,,,
,105,3,,,does something good for someone else,"  {""ste"": ""Many people in Australia think like this:""},{  ""ste"": ""If someone""},{  ""ste"": ""does something good for someone else""}","{""nsm"": ""many people think like this:""},{""nsm"": ""if someone does something good for someone else at some time""},{""nsm"": ""it is good if a very short time after this this someone says these words to this other someone: thank you""},",,,,,,,,,,,,,,
,105,4,,,", it is good if a very short time after this, Dave says these words to Frank “Thank you.”","  {""ste"": ""Many people in Australia think like this:""},{  ""ste"": ""If someone""},{  ""ste"": ""does something good for someone else""},{  ""ste"": "", it is good if a very short time after this, Dave says these words to Frank “Thank you.”""}","{""nsm"": ""many people think like this:""},{""nsm"": ""if someone does something good for someone else at some time""},{""nsm"": ""it is good if a very short time after this this someone says these words to this other someone: thank you""},{""nsm"": """"},",,,,,,,,,,,,,,
,106,1,thank,X thanked Y for...,Someone,"  {""ste"": ""Someone""}","{""nsm"": ""someone X said something to someone else Y at that time""},",,{Wierzbicka:2013tf p. 1},,,,,verb,,,,,,,
,106,2,,,said something to someone else,"  {""ste"": ""Someone""},{  ""ste"": ""said something to someone else""}","{""nsm"": ""someone X said something to someone else Y at that time""},{""nsm"": ""this someone wanted something to happen because of it""},",,,,,,,,,,,,,,
,106,3,,,at that time,"  {""ste"": ""Someone""},{  ""ste"": ""said something to someone else""},{  ""ste"": ""at that time""}","{""nsm"": ""someone X said something to someone else Y at that time""},{""nsm"": ""this someone wanted something to happen because of it""},{""nsm"": ""this someone said something like this:""},",,,,,,,,,,,,,,
,106,4,,,William wanted something to happen because of it.,"  {""ste"": ""Someone""},{  ""ste"": ""said something to someone else""},{  ""ste"": ""at that time""},{  ""ste"": ""William wanted something to happen because of it.""}","{""nsm"": ""someone X said something to someone else Y at that time""},{""nsm"": ""this someone wanted something to happen because of it""},{""nsm"": ""this someone said something like this:""},{""nsm"": ""“I feel something good now because I think like this: ‘you did something before, because you wanted to do something good for me’”""},",,,,,,,,,,,,,,
,106,5,,,"William said something like this: “I feel something good now because I think like this: ‘you (Danielle) did something before, because you wanted to do something good for me’”","  {""ste"": ""Someone""},{  ""ste"": ""said something to someone else""},{  ""ste"": ""at that time""},{  ""ste"": ""William wanted something to happen because of it.""},{  ""ste"": ""William said something like this: “I feel something good now because I think like this: ‘you (Danielle) did something before, because you wanted to do something good for me’”""}","{""nsm"": ""someone X said something to someone else Y at that time""},{""nsm"": ""this someone wanted something to happen because of it""},{""nsm"": ""this someone said something like this:""},{""nsm"": ""“I feel something good now because I think like this: ‘you did something before, because you wanted to do something good for me’”""},{""nsm"": ""this someone said it like someone can say something like this to someone else""},",,,,,,,,,,,,,,
,106,6,,,William said it like someone can say something like this to someone else when this person thinks like this: “I feel something good towards this someone now. I want this someone to know it”,"  {""ste"": ""Someone""},{  ""ste"": ""said something to someone else""},{  ""ste"": ""at that time""},{  ""ste"": ""William wanted something to happen because of it.""},{  ""ste"": ""William said something like this: “I feel something good now because I think like this: ‘you (Danielle) did something before, because you wanted to do something good for me’”""},{  ""ste"": ""William said it like someone can say something like this to someone else when this person thinks like this: “I feel something good towards this someone now. I want this someone to know it”""}","{""nsm"": ""someone X said something to someone else Y at that time""},{""nsm"": ""this someone wanted something to happen because of it""},{""nsm"": ""this someone said something like this:""},{""nsm"": ""“I feel something good now because I think like this: ‘you did something before, because you wanted to do something good for me’”""},{""nsm"": ""this someone said it like someone can say something like this to someone else""},{""nsm"": ""when this someone thinks like this:""},",,,,,,,,,,,,,,
,106,7,,,,"  {""ste"": ""Someone""},{  ""ste"": ""said something to someone else""},{  ""ste"": ""at that time""},{  ""ste"": ""William wanted something to happen because of it.""},{  ""ste"": ""William said something like this: “I feel something good now because I think like this: ‘you (Danielle) did something before, because you wanted to do something good for me’”""},{  ""ste"": ""William said it like someone can say something like this to someone else when this person thinks like this: “I feel something good towards this someone now. I want this someone to know it”""},{  ""ste"": """"}","{""nsm"": ""someone X said something to someone else Y at that time""},{""nsm"": ""this someone wanted something to happen because of it""},{""nsm"": ""this someone said something like this:""},{""nsm"": ""“I feel something good now because I think like this: ‘you did something before, because you wanted to do something good for me’”""},{""nsm"": ""this someone said it like someone can say something like this to someone else""},{""nsm"": ""when this someone thinks like this:""},{""nsm"": ""“I feel something good towards this someone now""},",,,,,,,,,,,,,,
,106,8,,,,"  {""ste"": ""Someone""},{  ""ste"": ""said something to someone else""},{  ""ste"": ""at that time""},{  ""ste"": ""William wanted something to happen because of it.""},{  ""ste"": ""William said something like this: “I feel something good now because I think like this: ‘you (Danielle) did something before, because you wanted to do something good for me’”""},{  ""ste"": ""William said it like someone can say something like this to someone else when this person thinks like this: “I feel something good towards this someone now. I want this someone to know it”""},{  ""ste"": """"},{  ""ste"": """"}","{""nsm"": ""someone X said something to someone else Y at that time""},{""nsm"": ""this someone wanted something to happen because of it""},{""nsm"": ""this someone said something like this:""},{""nsm"": ""“I feel something good now because I think like this: ‘you did something before, because you wanted to do something good for me’”""},{""nsm"": ""this someone said it like someone can say something like this to someone else""},{""nsm"": ""when this someone thinks like this:""},{""nsm"": ""“I feel something good towards this someone now""},{""nsm"": ""I want this someone to know it”""},",,,,,,,,,,,,,,
,107,1,"saying ""sorry""",,Many people in Australia think like this:,"  {""ste"": ""Many people in Australia think like this:""}","{""nsm"": ""many people think like this:""},",,{Wierzbicka:2012un p. 140},,,,,attitude,,,,,,,
,107,2,,,When someone,"  {""ste"": ""Many people in Australia think like this:""},{  ""ste"": ""When someone""}","{""nsm"": ""many people think like this:""},{""nsm"": ""when someone knows that someone else can feel something bad""},",,,,,,,,,,,,,,
,107,3,,,knows that someone else,"  {""ste"": ""Many people in Australia think like this:""},{  ""ste"": ""When someone""},{  ""ste"": ""knows that someone else""}","{""nsm"": ""many people think like this:""},{""nsm"": ""when someone knows that someone else can feel something bad""},{""nsm"": ""because a short time before this someone did something""},",,,,,,,,,,,,,,
,107,4,,,"can feel something bad because a short time before Ruby did something, it is good if Ruby says these words to Alice “I’m sorry.”","  {""ste"": ""Many people in Australia think like this:""},{  ""ste"": ""When someone""},{  ""ste"": ""knows that someone else""},{  ""ste"": ""can feel something bad because a short time before Ruby did something, it is good if Ruby says these words to Alice “I’m sorry.”""}","{""nsm"": ""many people think like this:""},{""nsm"": ""when someone knows that someone else can feel something bad""},{""nsm"": ""because a short time before this someone did something""},{""nsm"": ""it is good if this someone says these words to this other someone: I’m sorry""},",,,,,,,,,,,,,,
,107,5,,,It is bad if Ruby doesn’t say something like this.,"  {""ste"": ""Many people in Australia think like this:""},{  ""ste"": ""When someone""},{  ""ste"": ""knows that someone else""},{  ""ste"": ""can feel something bad because a short time before Ruby did something, it is good if Ruby says these words to Alice “I’m sorry.”""},{  ""ste"": ""It is bad if Ruby doesn’t say something like this.""}","{""nsm"": ""many people think like this:""},{""nsm"": ""when someone knows that someone else can feel something bad""},{""nsm"": ""because a short time before this someone did something""},{""nsm"": ""it is good if this someone says these words to this other someone: I’m sorry""},{""nsm"": ""it is bad if this someone doesn’t say something like this""},",,,,,,,,,,,,,,
,108,1,apologise,I apologise (for doing A),I say this to you now: “I feel something bad now because I think like this:,"  {""ste"": ""I say this to you now: “I feel something bad now because I think like this:""}","{""nsm"": ""I say this to you now:""},",,{Wierzbicka:2013tf p. 172},,,,,verb,,,,,,,
,108,2,,,"‘I did something before, you can feel something bad because of it.’ “","  {""ste"": ""I say this to you now: “I feel something bad now because I think like this:""},{  ""ste"": ""‘I did something before, you can feel something bad because of it.’ “""}","{""nsm"": ""I say this to you now:""},{""nsm"": ""“I feel something bad now because I think like this:""},",,,,,,,,,,,,,,
,108,3,,,I know that you can feel something bad towards me now. I don’t want this.,"  {""ste"": ""I say this to you now: “I feel something bad now because I think like this:""},{  ""ste"": ""‘I did something before, you can feel something bad because of it.’ “""},{  ""ste"": ""I know that you can feel something bad towards me now. I don’t want this.""}","{""nsm"": ""I say this to you now:""},{""nsm"": ""“I feel something bad now because I think like this:""},{""nsm"": ""‘I did something (A) before, you can feel something bad because of it’ “""},",,,,,,,,,,,,,,
,108,4,,,,"  {""ste"": ""I say this to you now: “I feel something bad now because I think like this:""},{  ""ste"": ""‘I did something before, you can feel something bad because of it.’ “""},{  ""ste"": ""I know that you can feel something bad towards me now. I don’t want this.""},{  ""ste"": """"}","{""nsm"": ""I say this to you now:""},{""nsm"": ""“I feel something bad now because I think like this:""},{""nsm"": ""‘I did something (A) before, you can feel something bad because of it’ “""},{""nsm"": ""I know that you can feel something bad towards me now""},",,,,,,,,,,,,,,
,108,5,,,,"  {""ste"": ""I say this to you now: “I feel something bad now because I think like this:""},{  ""ste"": ""‘I did something before, you can feel something bad because of it.’ “""},{  ""ste"": ""I know that you can feel something bad towards me now. I don’t want this.""},{  ""ste"": """"},{  ""ste"": """"}","{""nsm"": ""I say this to you now:""},{""nsm"": ""“I feel something bad now because I think like this:""},{""nsm"": ""‘I did something (A) before, you can feel something bad because of it’ “""},{""nsm"": ""I know that you can feel something bad towards me now""},{""nsm"": ""I don’t want this""},",,,,,,,,,,,,,,
,109,1,“do you mind if I…”,,It can be like this:,"  {""ste"": ""It can be like this:""}","{""nsm"": """"},",,,,,,,phrase,,,,,,,
,109,2,,,I want to do something,"  {""ste"": ""It can be like this:""},{  ""ste"": ""I want to do something""}","{""nsm"": """"},{""nsm"": """"},",,,,,,,,,,,,,,
,109,3,,,"I think about it like this: “If you don’t want this things to happen, I can’t do it.”","  {""ste"": ""It can be like this:""},{  ""ste"": ""I want to do something""},{  ""ste"": ""I think about it like this: “If you don’t want this things to happen, I can’t do it.”""}","{""nsm"": """"},{""nsm"": """"},{""nsm"": """"},",,,,,,,,,,,,,,
,109,4,,,"Because of this, I say: “I want to do something. I want you to say if I can do it.”","  {""ste"": ""It can be like this:""},{  ""ste"": ""I want to do something""},{  ""ste"": ""I think about it like this: “If you don’t want this things to happen, I can’t do it.”""},{  ""ste"": ""Because of this, I say: “I want to do something. I want you to say if I can do it.”""}","{""nsm"": """"},{""nsm"": """"},{""nsm"": """"},{""nsm"": """"},",,,,,,,,,,,,,,
,109,5,,,"I think: “If I say it like this, you will say I can do it.”","  {""ste"": ""It can be like this:""},{  ""ste"": ""I want to do something""},{  ""ste"": ""I think about it like this: “If you don’t want this things to happen, I can’t do it.”""},{  ""ste"": ""Because of this, I say: “I want to do something. I want you to say if I can do it.”""},{  ""ste"": ""I think: “If I say it like this, you will say I can do it.”""}","{""nsm"": """"},{""nsm"": """"},{""nsm"": """"},{""nsm"": """"},{""nsm"": """"},",,,,,,,,,,,,,,
,110,1,thinking before you speak,,Many people in Australia think like this:,"  {""ste"": ""Many people in Australia think like this:""}","{""nsm"": ""[people think like this:]""},",,{Wierzbicka:2006hj p. 100},,,,,attitude,,,,,,,
,110,2,,,"When a person wants to do something, it is good if this person thinks about it like this:","  {""ste"": ""Many people in Australia think like this:""},{  ""ste"": ""When a person wants to do something, it is good if this person thinks about it like this:""}","{""nsm"": ""[people think like this:]""},{""nsm"": ""when a person wants to do something""},",,,,,,,,,,,,,,
,110,3,,,I want to know if it will be good if I do it. If I think about it I can know it.,"  {""ste"": ""Many people in Australia think like this:""},{  ""ste"": ""When a person wants to do something, it is good if this person thinks about it like this:""},{  ""ste"": ""I want to know if it will be good if I do it. If I think about it I can know it.""}","{""nsm"": ""[people think like this:]""},{""nsm"": ""when a person wants to do something""},{""nsm"": ""it is good if this person thinks about it like this:""},",,,,,,,,,,,,,,
,110,4,,,,"  {""ste"": ""Many people in Australia think like this:""},{  ""ste"": ""When a person wants to do something, it is good if this person thinks about it like this:""},{  ""ste"": ""I want to know if it will be good if I do it. If I think about it I can know it.""},{  ""ste"": """"}","{""nsm"": ""[people think like this:]""},{""nsm"": ""when a person wants to do something""},{""nsm"": ""it is good if this person thinks about it like this:""},{""nsm"": ""I want to know if it will be good if I do it""},",,,,,,,,,,,,,,
,110,5,,,,"  {""ste"": ""Many people in Australia think like this:""},{  ""ste"": ""When a person wants to do something, it is good if this person thinks about it like this:""},{  ""ste"": ""I want to know if it will be good if I do it. If I think about it I can know it.""},{  ""ste"": """"},{  ""ste"": """"}","{""nsm"": ""[people think like this:]""},{""nsm"": ""when a person wants to do something""},{""nsm"": ""it is good if this person thinks about it like this:""},{""nsm"": ""I want to know if it will be good if I do it""},{""nsm"": ""if I think about it I can know it""},",,,,,,,,,,,,,,
,111,1,expressing opinions,,Many people in Australia think like this:,"  {""ste"": ""Many people in Australia think like this:""}","{""nsm"": ""if someone wants to say about something: “when I think about it, I think like this”,""},",,{Goddard:2014ve p. 82},,,,,value,,,,,,,
,111,2,,,"If someone wants to say about something “When I think about it, I think like this.”","  {""ste"": ""Many people in Australia think like this:""},{  ""ste"": ""If someone wants to say about something “When I think about it, I think like this.”""}","{""nsm"": ""if someone wants to say about something: “when I think about it, I think like this”,""},{""nsm"": ""it is good if this someone can say it, it is bad if someone can’t say it""},",,,,,,,,,,,,,,
,111,3,,,It is good if this someone can say it. it is bad if this someone can’t say it.,"  {""ste"": ""Many people in Australia think like this:""},{  ""ste"": ""If someone wants to say about something “When I think about it, I think like this.”""},{  ""ste"": ""It is good if this someone can say it. it is bad if this someone can’t say it.""}","{""nsm"": ""if someone wants to say about something: “when I think about it, I think like this”,""},{""nsm"": ""it is good if this someone can say it, it is bad if someone can’t say it""},{""nsm"": """"},",,,,,,,,,,,,,,
,112,1,‘accuracy’ and ‘non-exaggeration’,,When someone wants to say “I think about something like this.”,"  {""ste"": ""When someone wants to say “I think about something like this.”""}","{""nsm"": ""[people think like this:]""},",,{Wierzbicka:2006hj p. 30},,,,,attitude,,,,,,,
,112,2,,,"At some times they say words like ‘all’, when they want to say something like ‘many’.","  {""ste"": ""When someone wants to say “I think about something like this.”""},{  ""ste"": ""At some times they say words like ‘all’, when they want to say something like ‘many’.""}","{""nsm"": ""[people think like this:]""},{""nsm"": ""sometimes people say words like all""},",,,,,,,,,,,,,,
,112,3,,,At some times they say words like ‘ many’ when they want to say something like ‘some’.,"  {""ste"": ""When someone wants to say “I think about something like this.”""},{  ""ste"": ""At some times they say words like ‘all’, when they want to say something like ‘many’.""},{  ""ste"": ""At some times they say words like ‘ many’ when they want to say something like ‘some’.""}","{""nsm"": ""[people think like this:]""},{""nsm"": ""sometimes people say words like all""},{""nsm"": ""when they want to say something like many""},",,,,,,,,,,,,,,
,112,4,,,"At some times people say words like ‘none’, when they want to say something like ‘not many’.","  {""ste"": ""When someone wants to say “I think about something like this.”""},{  ""ste"": ""At some times they say words like ‘all’, when they want to say something like ‘many’.""},{  ""ste"": ""At some times they say words like ‘ many’ when they want to say something like ‘some’.""},{  ""ste"": ""At some times people say words like ‘none’, when they want to say something like ‘not many’.""}","{""nsm"": ""[people think like this:]""},{""nsm"": ""sometimes people say words like all""},{""nsm"": ""when they want to say something like many""},{""nsm"": ""sometimes people say words like many""},",,,,,,,,,,,,,,
,112,5,,,This is not good.,"  {""ste"": ""When someone wants to say “I think about something like this.”""},{  ""ste"": ""At some times they say words like ‘all’, when they want to say something like ‘many’.""},{  ""ste"": ""At some times they say words like ‘ many’ when they want to say something like ‘some’.""},{  ""ste"": ""At some times people say words like ‘none’, when they want to say something like ‘not many’.""},{  ""ste"": ""This is not good.""}","{""nsm"": ""[people think like this:]""},{""nsm"": ""sometimes people say words like all""},{""nsm"": ""when they want to say something like many""},{""nsm"": ""sometimes people say words like many""},{""nsm"": ""when they want to say something like some""},",,,,,,,,,,,,,,
,112,6,,,,"  {""ste"": ""When someone wants to say “I think about something like this.”""},{  ""ste"": ""At some times they say words like ‘all’, when they want to say something like ‘many’.""},{  ""ste"": ""At some times they say words like ‘ many’ when they want to say something like ‘some’.""},{  ""ste"": ""At some times people say words like ‘none’, when they want to say something like ‘not many’.""},{  ""ste"": ""This is not good.""},{  ""ste"": """"}","{""nsm"": ""[people think like this:]""},{""nsm"": ""sometimes people say words like all""},{""nsm"": ""when they want to say something like many""},{""nsm"": ""sometimes people say words like many""},{""nsm"": ""when they want to say something like some""},{""nsm"": ""sometimes people say words like none""},",,,,,,,,,,,,,,
