,id,subnumber,headword,context,,ste,nsm,translation,ref,filename,speaker,1,2,3,chaptertitle,sectiontitle,relatedword,relatedphrase,relatedvalue,functiontags,notes
,301,6,,,,"  {""ste"": ""Some people in Australia think like this:""},{  ""ste"": ""At some times, when I am with some other people, it is not bad if I say swear words.""},{  ""ste"": ""It is not bad if I can think about these people like this: “I know these people well. They are not like many other people, they are people like me. I know that they think about me in the same way.”""},{  ""ste"": ""Many men in Australia think like this. Some women in Australia think like this.""},{  ""ste"": """"},{  ""ste"": """"}","{""nsm"": ""some people think like this:""},{""nsm"": ""“at some times when I am with some other people, it is not bad if say swear/curse words""},{""nsm"": ""it is not bad if I can think about these people like this:""},{""nsm"": ""‘I know these people well""},{""nsm"": ""they are not like many other people, they are people like me""},{""nsm"": ""I know that they think about me in the same way’”""},",,,,,,,,,,,,,,
,301,7,,,,"  {""ste"": ""Some people in Australia think like this:""},{  ""ste"": ""At some times, when I am with some other people, it is not bad if I say swear words.""},{  ""ste"": ""It is not bad if I can think about these people like this: “I know these people well. They are not like many other people, they are people like me. I know that they think about me in the same way.”""},{  ""ste"": ""Many men in Australia think like this. Some women in Australia think like this.""},{  ""ste"": """"},{  ""ste"": """"},{  ""ste"": """"}","{""nsm"": ""some people think like this:""},{""nsm"": ""“at some times when I am with some other people, it is not bad if say swear/curse words""},{""nsm"": ""it is not bad if I can think about these people like this:""},{""nsm"": ""‘I know these people well""},{""nsm"": ""they are not like many other people, they are people like me""},{""nsm"": ""I know that they think about me in the same way’”""},{""nsm"": ""many men think like this, some women think like this""},",,,,,,,,,,,,,,
,302,1,a bastard,someone is a bastard,A kind of person,"  {""ste"": ""A kind of person""}","{""nsm"": ""I think about him like this:""},",,{Wierzbicka:1997th p. 221},,,,,noun_person,,,,,,,
,302,2,,,People of this kind are bad people. People of this kind can do many bad things.,"  {""ste"": ""A kind of person""},{  ""ste"": ""People of this kind are bad people. People of this kind can do many bad things.""}","{""nsm"": ""I think about him like this:""},{""nsm"": ""I know men of this kind""},",,,,,,,,,,,,,,
,302,3,,,"Because of this, when I think about a person of this kind, I feel something bad.","  {""ste"": ""A kind of person""},{  ""ste"": ""People of this kind are bad people. People of this kind can do many bad things.""},{  ""ste"": ""Because of this, when I think about a person of this kind, I feel something bad.""}","{""nsm"": ""I think about him like this:""},{""nsm"": ""I know men of this kind""},{""nsm"": ""men of this kind are bad men""},",,,,,,,,,,,,,,
,302,4,,,I want to say something bad about this person. Some people say some words are bad words. I want to say something about this person with a word of this kind.,"  {""ste"": ""A kind of person""},{  ""ste"": ""People of this kind are bad people. People of this kind can do many bad things.""},{  ""ste"": ""Because of this, when I think about a person of this kind, I feel something bad.""},{  ""ste"": ""I want to say something bad about this person. Some people say some words are bad words. I want to say something about this person with a word of this kind.""}","{""nsm"": ""I think about him like this:""},{""nsm"": ""I know men of this kind""},{""nsm"": ""men of this kind are bad men""},{""nsm"": ""men of this kind can do very bad things""},",,,,,,,,,,,,,,
,302,5,,,,"  {""ste"": ""A kind of person""},{  ""ste"": ""People of this kind are bad people. People of this kind can do many bad things.""},{  ""ste"": ""Because of this, when I think about a person of this kind, I feel something bad.""},{  ""ste"": ""I want to say something bad about this person. Some people say some words are bad words. I want to say something about this person with a word of this kind.""},{  ""ste"": """"}","{""nsm"": ""I think about him like this:""},{""nsm"": ""I know men of this kind""},{""nsm"": ""men of this kind are bad men""},{""nsm"": ""men of this kind can do very bad things""},{""nsm"": ""because of this, when I think about him I feel something bad""},",,,,,,,,,,,,,,
,302,6,,,,"  {""ste"": ""A kind of person""},{  ""ste"": ""People of this kind are bad people. People of this kind can do many bad things.""},{  ""ste"": ""Because of this, when I think about a person of this kind, I feel something bad.""},{  ""ste"": ""I want to say something bad about this person. Some people say some words are bad words. I want to say something about this person with a word of this kind.""},{  ""ste"": """"},{  ""ste"": """"}","{""nsm"": ""I think about him like this:""},{""nsm"": ""I know men of this kind""},{""nsm"": ""men of this kind are bad men""},{""nsm"": ""men of this kind can do very bad things""},{""nsm"": ""because of this, when I think about him I feel something bad""},{""nsm"": ""I want to say something bad about this man""},",,,,,,,,,,,,,,
,302,7,,,,"  {""ste"": ""A kind of person""},{  ""ste"": ""People of this kind are bad people. People of this kind can do many bad things.""},{  ""ste"": ""Because of this, when I think about a person of this kind, I feel something bad.""},{  ""ste"": ""I want to say something bad about this person. Some people say some words are bad words. I want to say something about this person with a word of this kind.""},{  ""ste"": """"},{  ""ste"": """"},{  ""ste"": """"}","{""nsm"": ""I think about him like this:""},{""nsm"": ""I know men of this kind""},{""nsm"": ""men of this kind are bad men""},{""nsm"": ""men of this kind can do very bad things""},{""nsm"": ""because of this, when I think about him I feel something bad""},{""nsm"": ""I want to say something bad about this man""},{""nsm"": ""people say that some words are bad words""},",,,,,,,,,,,,,,
,302,8,,,,"  {""ste"": ""A kind of person""},{  ""ste"": ""People of this kind are bad people. People of this kind can do many bad things.""},{  ""ste"": ""Because of this, when I think about a person of this kind, I feel something bad.""},{  ""ste"": ""I want to say something bad about this person. Some people say some words are bad words. I want to say something about this person with a word of this kind.""},{  ""ste"": """"},{  ""ste"": """"},{  ""ste"": """"},{  ""ste"": """"}","{""nsm"": ""I think about him like this:""},{""nsm"": ""I know men of this kind""},{""nsm"": ""men of this kind are bad men""},{""nsm"": ""men of this kind can do very bad things""},{""nsm"": ""because of this, when I think about him I feel something bad""},{""nsm"": ""I want to say something bad about this man""},{""nsm"": ""people say that some words are bad words""},{""nsm"": ""I want to say something of this kind""},",,,,,,,,,,,,,,
,303,1,he is a bastard,,I think about him like this:,"  {""ste"": ""I think about him like this:""}","{""nsm"": """"},",,,,,,,phrase,,,,,,,
,303,2,,,I know people of this kind. People of this kind are bad people. People of this kind do many bad things.,"  {""ste"": ""I think about him like this:""},{  ""ste"": ""I know people of this kind. People of this kind are bad people. People of this kind do many bad things.""}","{""nsm"": """"},{""nsm"": """"},",,,,,,,,,,,,,,
,303,3,,,"Because of this, when I think about this person, I feel something bad.","  {""ste"": ""I think about him like this:""},{  ""ste"": ""I know people of this kind. People of this kind are bad people. People of this kind do many bad things.""},{  ""ste"": ""Because of this, when I think about this person, I feel something bad.""}","{""nsm"": """"},{""nsm"": """"},{""nsm"": """"},",,,,,,,,,,,,,,
,303,4,,,I want to say something bad about this person. Some people say some words are bad words. I want to say something about this person with a word of this kind.,"  {""ste"": ""I think about him like this:""},{  ""ste"": ""I know people of this kind. People of this kind are bad people. People of this kind do many bad things.""},{  ""ste"": ""Because of this, when I think about this person, I feel something bad.""},{  ""ste"": ""I want to say something bad about this person. Some people say some words are bad words. I want to say something about this person with a word of this kind.""}","{""nsm"": """"},{""nsm"": """"},{""nsm"": """"},{""nsm"": """"},",,,,,,,,,,,,,,
,304,1,bastard,poor bastard/ clever bastard,I think about him like this:,"  {""ste"": ""I think about him like this:""}","{""nsm"": ""I think about this man like this:""},",,{Wierzbicka:1997th p. 223},,,,,noun_person,,,,,,,
,304,2,,,I know people of this kind.,"  {""ste"": ""I think about him like this:""},{  ""ste"": ""I know people of this kind.""}","{""nsm"": ""I think about this man like this:""},{""nsm"": ""I know men of this kind""},",,,,,,,,,,,,,,
,304,3,,,"Because of this, when I think about this person, I feel something.","  {""ste"": ""I think about him like this:""},{  ""ste"": ""I know people of this kind.""},{  ""ste"": ""Because of this, when I think about this person, I feel something.""}","{""nsm"": ""I think about this man like this:""},{""nsm"": ""I know men of this kind""},{""nsm"": ""because of this, when I think about him, I feel something""},",,,,,,,,,,,,,,
,304,4,,,I want to say something about this person. I don’t want to say what I feel. I want to say something else.,"  {""ste"": ""I think about him like this:""},{  ""ste"": ""I know people of this kind.""},{  ""ste"": ""Because of this, when I think about this person, I feel something.""},{  ""ste"": ""I want to say something about this person. I don’t want to say what I feel. I want to say something else.""}","{""nsm"": ""I think about this man like this:""},{""nsm"": ""I know men of this kind""},{""nsm"": ""because of this, when I think about him, I feel something""},{""nsm"": ""I don’t want to say what I feel""},",,,,,,,,,,,,,,
,304,5,,,Some people say some words are bad words. I want to say something about this person with a word of this kind.,"  {""ste"": ""I think about him like this:""},{  ""ste"": ""I know people of this kind.""},{  ""ste"": ""Because of this, when I think about this person, I feel something.""},{  ""ste"": ""I want to say something about this person. I don’t want to say what I feel. I want to say something else.""},{  ""ste"": ""Some people say some words are bad words. I want to say something about this person with a word of this kind.""}","{""nsm"": ""I think about this man like this:""},{""nsm"": ""I know men of this kind""},{""nsm"": ""because of this, when I think about him, I feel something""},{""nsm"": ""I don’t want to say what I feel""},{""nsm"": ""I want to say something else""},",,,,,,,,,,,,,,
,304,6,,,,"  {""ste"": ""I think about him like this:""},{  ""ste"": ""I know people of this kind.""},{  ""ste"": ""Because of this, when I think about this person, I feel something.""},{  ""ste"": ""I want to say something about this person. I don’t want to say what I feel. I want to say something else.""},{  ""ste"": ""Some people say some words are bad words. I want to say something about this person with a word of this kind.""},{  ""ste"": """"}","{""nsm"": ""I think about this man like this:""},{""nsm"": ""I know men of this kind""},{""nsm"": ""because of this, when I think about him, I feel something""},{""nsm"": ""I don’t want to say what I feel""},{""nsm"": ""I want to say something else""},{""nsm"": ""some people say some words are bad words""},",,,,,,,,,,,,,,
,304,7,,,,"  {""ste"": ""I think about him like this:""},{  ""ste"": ""I know people of this kind.""},{  ""ste"": ""Because of this, when I think about this person, I feel something.""},{  ""ste"": ""I want to say something about this person. I don’t want to say what I feel. I want to say something else.""},{  ""ste"": ""Some people say some words are bad words. I want to say something about this person with a word of this kind.""},{  ""ste"": """"},{  ""ste"": """"}","{""nsm"": ""I think about this man like this:""},{""nsm"": ""I know men of this kind""},{""nsm"": ""because of this, when I think about him, I feel something""},{""nsm"": ""I don’t want to say what I feel""},{""nsm"": ""I want to say something else""},{""nsm"": ""some people say some words are bad words""},{""nsm"": ""I want to say something of this kind""},",,,,,,,,,,,,,,
,305,1,bugger,someone is a (poor) bugger,A kind of person.,"  {""ste"": ""A kind of person.""}","{""nsm"": ""I know: something bad happened""},",,{Wierzbicka:1997th p. 226},,,,,noun_person,,,,,,,
,305,2,,,I know: something bad happened (to this person). I don’t want to say ‘very bad’.,"  {""ste"": ""A kind of person.""},{  ""ste"": ""I know: something bad happened (to this person). I don’t want to say ‘very bad’.""}","{""nsm"": ""I know: something bad happened""},{""nsm"": ""I don’t want to say “very bad”""},",,,,,,,,,,,,,,
,305,3,,,"Because of this, I think: “This person wants to do some things. This person can’t do things like other people.”","  {""ste"": ""A kind of person.""},{  ""ste"": ""I know: something bad happened (to this person). I don’t want to say ‘very bad’.""},{  ""ste"": ""Because of this, I think: “This person wants to do some things. This person can’t do things like other people.”""}","{""nsm"": ""I know: something bad happened""},{""nsm"": ""I don’t want to say “very bad”""},{""nsm"": ""because of this, I think:""},",,,,,,,,,,,,,,
,305,4,,,"Because of this, I feel something bad.","  {""ste"": ""A kind of person.""},{  ""ste"": ""I know: something bad happened (to this person). I don’t want to say ‘very bad’.""},{  ""ste"": ""Because of this, I think: “This person wants to do some things. This person can’t do things like other people.”""},{  ""ste"": ""Because of this, I feel something bad.""}","{""nsm"": ""I know: something bad happened""},{""nsm"": ""I don’t want to say “very bad”""},{""nsm"": ""because of this, I think:""},{""nsm"": ""this man wants to do some things""},",,,,,,,,,,,,,,
,305,5,,,I want to say something about this man. I want to say how I feel.,"  {""ste"": ""A kind of person.""},{  ""ste"": ""I know: something bad happened (to this person). I don’t want to say ‘very bad’.""},{  ""ste"": ""Because of this, I think: “This person wants to do some things. This person can’t do things like other people.”""},{  ""ste"": ""Because of this, I feel something bad.""},{  ""ste"": ""I want to say something about this man. I want to say how I feel.""}","{""nsm"": ""I know: something bad happened""},{""nsm"": ""I don’t want to say “very bad”""},{""nsm"": ""because of this, I think:""},{""nsm"": ""this man wants to do some things""},{""nsm"": ""this man can’t do things (like other people)""},",,,,,,,,,,,,,,
,305,6,,,Some people think some words are bad words. I want to say a word like this now.,"  {""ste"": ""A kind of person.""},{  ""ste"": ""I know: something bad happened (to this person). I don’t want to say ‘very bad’.""},{  ""ste"": ""Because of this, I think: “This person wants to do some things. This person can’t do things like other people.”""},{  ""ste"": ""Because of this, I feel something bad.""},{  ""ste"": ""I want to say something about this man. I want to say how I feel.""},{  ""ste"": ""Some people think some words are bad words. I want to say a word like this now.""}","{""nsm"": ""I know: something bad happened""},{""nsm"": ""I don’t want to say “very bad”""},{""nsm"": ""because of this, I think:""},{""nsm"": ""this man wants to do some things""},{""nsm"": ""this man can’t do things (like other people)""},{""nsm"": ""because of this, I feel something bad""},",,,,,,,,,,,,,,
,305,7,,,,"  {""ste"": ""A kind of person.""},{  ""ste"": ""I know: something bad happened (to this person). I don’t want to say ‘very bad’.""},{  ""ste"": ""Because of this, I think: “This person wants to do some things. This person can’t do things like other people.”""},{  ""ste"": ""Because of this, I feel something bad.""},{  ""ste"": ""I want to say something about this man. I want to say how I feel.""},{  ""ste"": ""Some people think some words are bad words. I want to say a word like this now.""},{  ""ste"": """"}","{""nsm"": ""I know: something bad happened""},{""nsm"": ""I don’t want to say “very bad”""},{""nsm"": ""because of this, I think:""},{""nsm"": ""this man wants to do some things""},{""nsm"": ""this man can’t do things (like other people)""},{""nsm"": ""because of this, I feel something bad""},{""nsm"": ""I want to say something bad about this man""},",,,,,,,,,,,,,,
,305,8,,,,"  {""ste"": ""A kind of person.""},{  ""ste"": ""I know: something bad happened (to this person). I don’t want to say ‘very bad’.""},{  ""ste"": ""Because of this, I think: “This person wants to do some things. This person can’t do things like other people.”""},{  ""ste"": ""Because of this, I feel something bad.""},{  ""ste"": ""I want to say something about this man. I want to say how I feel.""},{  ""ste"": ""Some people think some words are bad words. I want to say a word like this now.""},{  ""ste"": """"},{  ""ste"": """"}","{""nsm"": ""I know: something bad happened""},{""nsm"": ""I don’t want to say “very bad”""},{""nsm"": ""because of this, I think:""},{""nsm"": ""this man wants to do some things""},{""nsm"": ""this man can’t do things (like other people)""},{""nsm"": ""because of this, I feel something bad""},{""nsm"": ""I want to say something bad about this man""},{""nsm"": ""some people say that some words are bad words""},",,,,,,,,,,,,,,
,305,9,,,,"  {""ste"": ""A kind of person.""},{  ""ste"": ""I know: something bad happened (to this person). I don’t want to say ‘very bad’.""},{  ""ste"": ""Because of this, I think: “This person wants to do some things. This person can’t do things like other people.”""},{  ""ste"": ""Because of this, I feel something bad.""},{  ""ste"": ""I want to say something about this man. I want to say how I feel.""},{  ""ste"": ""Some people think some words are bad words. I want to say a word like this now.""},{  ""ste"": """"},{  ""ste"": """"},{  ""ste"": """"}","{""nsm"": ""I know: something bad happened""},{""nsm"": ""I don’t want to say “very bad”""},{""nsm"": ""because of this, I think:""},{""nsm"": ""this man wants to do some things""},{""nsm"": ""this man can’t do things (like other people)""},{""nsm"": ""because of this, I feel something bad""},{""nsm"": ""I want to say something bad about this man""},{""nsm"": ""some people say that some words are bad words""},{""nsm"": ""I want to say something of this kind""},",,,,,,,,,,,,,,
,306,1,bugger!,,I think like this: “Something bad happened. I don’t want to say ‘very bad’.”,"  {""ste"": ""I think like this: “Something bad happened. I don’t want to say ‘very bad’.”""}","{""nsm"": ""I think: something bad happened""},",,{Wierzbicka:1997th p. 226},,,,,phrase,,,,,,,
,306,2,,,"Because of this, I think “I want to do something. I can’t do it.”","  {""ste"": ""I think like this: “Something bad happened. I don’t want to say ‘very bad’.”""},{  ""ste"": ""Because of this, I think “I want to do something. I can’t do it.”""}","{""nsm"": ""I think: something bad happened""},{""nsm"": ""I don’t want to say “very bad”""},",,,,,,,,,,,,,,
,306,3,,,"Because of this, I feel something bad. Because of this, I want to say something.","  {""ste"": ""I think like this: “Something bad happened. I don’t want to say ‘very bad’.”""},{  ""ste"": ""Because of this, I think “I want to do something. I can’t do it.”""},{  ""ste"": ""Because of this, I feel something bad. Because of this, I want to say something.""}","{""nsm"": ""I think: something bad happened""},{""nsm"": ""I don’t want to say “very bad”""},{""nsm"": ""because of this, I think:""},",,,,,,,,,,,,,,
,306,4,,,Some people think some words are bad words. I want to say a word like this now.,"  {""ste"": ""I think like this: “Something bad happened. I don’t want to say ‘very bad’.”""},{  ""ste"": ""Because of this, I think “I want to do something. I can’t do it.”""},{  ""ste"": ""Because of this, I feel something bad. Because of this, I want to say something.""},{  ""ste"": ""Some people think some words are bad words. I want to say a word like this now.""}","{""nsm"": ""I think: something bad happened""},{""nsm"": ""I don’t want to say “very bad”""},{""nsm"": ""because of this, I think:""},{""nsm"": ""I want to do something""},",,,,,,,,,,,,,,
,306,5,,,,"  {""ste"": ""I think like this: “Something bad happened. I don’t want to say ‘very bad’.”""},{  ""ste"": ""Because of this, I think “I want to do something. I can’t do it.”""},{  ""ste"": ""Because of this, I feel something bad. Because of this, I want to say something.""},{  ""ste"": ""Some people think some words are bad words. I want to say a word like this now.""},{  ""ste"": """"}","{""nsm"": ""I think: something bad happened""},{""nsm"": ""I don’t want to say “very bad”""},{""nsm"": ""because of this, I think:""},{""nsm"": ""I want to do something""},{""nsm"": ""I can’t do it""},",,,,,,,,,,,,,,
,306,6,,,,"  {""ste"": ""I think like this: “Something bad happened. I don’t want to say ‘very bad’.”""},{  ""ste"": ""Because of this, I think “I want to do something. I can’t do it.”""},{  ""ste"": ""Because of this, I feel something bad. Because of this, I want to say something.""},{  ""ste"": ""Some people think some words are bad words. I want to say a word like this now.""},{  ""ste"": """"},{  ""ste"": """"}","{""nsm"": ""I think: something bad happened""},{""nsm"": ""I don’t want to say “very bad”""},{""nsm"": ""because of this, I think:""},{""nsm"": ""I want to do something""},{""nsm"": ""I can’t do it""},{""nsm"": ""because of this, I feel something bad""},",,,,,,,,,,,,,,
,306,7,,,,"  {""ste"": ""I think like this: “Something bad happened. I don’t want to say ‘very bad’.”""},{  ""ste"": ""Because of this, I think “I want to do something. I can’t do it.”""},{  ""ste"": ""Because of this, I feel something bad. Because of this, I want to say something.""},{  ""ste"": ""Some people think some words are bad words. I want to say a word like this now.""},{  ""ste"": """"},{  ""ste"": """"},{  ""ste"": """"}","{""nsm"": ""I think: something bad happened""},{""nsm"": ""I don’t want to say “very bad”""},{""nsm"": ""because of this, I think:""},{""nsm"": ""I want to do something""},{""nsm"": ""I can’t do it""},{""nsm"": ""because of this, I feel something bad""},{""nsm"": ""because of this, I want to say something""},",,,,,,,,,,,,,,
,306,8,,,,"  {""ste"": ""I think like this: “Something bad happened. I don’t want to say ‘very bad’.”""},{  ""ste"": ""Because of this, I think “I want to do something. I can’t do it.”""},{  ""ste"": ""Because of this, I feel something bad. Because of this, I want to say something.""},{  ""ste"": ""Some people think some words are bad words. I want to say a word like this now.""},{  ""ste"": """"},{  ""ste"": """"},{  ""ste"": """"},{  ""ste"": """"}","{""nsm"": ""I think: something bad happened""},{""nsm"": ""I don’t want to say “very bad”""},{""nsm"": ""because of this, I think:""},{""nsm"": ""I want to do something""},{""nsm"": ""I can’t do it""},{""nsm"": ""because of this, I feel something bad""},{""nsm"": ""because of this, I want to say something""},{""nsm"": ""some people say that some words are bad words""},",,,,,,,,,,,,,,
,306,9,,,,"  {""ste"": ""I think like this: “Something bad happened. I don’t want to say ‘very bad’.”""},{  ""ste"": ""Because of this, I think “I want to do something. I can’t do it.”""},{  ""ste"": ""Because of this, I feel something bad. Because of this, I want to say something.""},{  ""ste"": ""Some people think some words are bad words. I want to say a word like this now.""},{  ""ste"": """"},{  ""ste"": """"},{  ""ste"": """"},{  ""ste"": """"},{  ""ste"": """"}","{""nsm"": ""I think: something bad happened""},{""nsm"": ""I don’t want to say “very bad”""},{""nsm"": ""because of this, I think:""},{""nsm"": ""I want to do something""},{""nsm"": ""I can’t do it""},{""nsm"": ""because of this, I feel something bad""},{""nsm"": ""because of this, I want to say something""},{""nsm"": ""some people say that some words are bad words""},{""nsm"": ""I want to say something of this kind""},",,,,,,,,,,,,,,
,307,1,christ!,,"I thought like this a short time before: “It is like this, I know it now.”","  {""ste"": ""I thought like this a short time before: “It is like this, I know it now.”""}","{""nsm"": ""I thought like this a moment before: “it is like this, I know it now”""},",,{Goddard:2015ku p. 200},,,,,phrase,,,,,,,
,307,2,,,I think about it like this: “This is something very bad. I don’t want this.”,"  {""ste"": ""I thought like this a short time before: “It is like this, I know it now.”""},{  ""ste"": ""I think about it like this: “This is something very bad. I don’t want this.”""}","{""nsm"": ""I thought like this a moment before: “it is like this, I know it now”""},{""nsm"": ""I think about it like this: “this is something very bad, I don’t want this”""},",,,,,,,,,,,,,,
,307,3,,,I feel something bad because of it. I want to say something bad now because of this. I want to say it in one moment.,"  {""ste"": ""I thought like this a short time before: “It is like this, I know it now.”""},{  ""ste"": ""I think about it like this: “This is something very bad. I don’t want this.”""},{  ""ste"": ""I feel something bad because of it. I want to say something bad now because of this. I want to say it in one moment.""}","{""nsm"": ""I thought like this a moment before: “it is like this, I know it now”""},{""nsm"": ""I think about it like this: “this is something very bad, I don’t want this”""},{""nsm"": ""I feel something bad because of it""},",,,,,,,,,,,,,,
,307,4,,,"Because of this, I say this word.","  {""ste"": ""I thought like this a short time before: “It is like this, I know it now.”""},{  ""ste"": ""I think about it like this: “This is something very bad. I don’t want this.”""},{  ""ste"": ""I feel something bad because of it. I want to say something bad now because of this. I want to say it in one moment.""},{  ""ste"": ""Because of this, I say this word.""}","{""nsm"": ""I thought like this a moment before: “it is like this, I know it now”""},{""nsm"": ""I think about it like this: “this is something very bad, I don’t want this”""},{""nsm"": ""I feel something bad because of it""},{""nsm"": ""I want to say something bad now because of this""},",,,,,,,,,,,,,,
,307,5,,,"I think about this word like this: “Some people say this word at many times when they want to say something about God. Because of this, some people think it is bad if someone says this word when they want to say something bad. I don’t think the same. I want to say this word.”","  {""ste"": ""I thought like this a short time before: “It is like this, I know it now.”""},{  ""ste"": ""I think about it like this: “This is something very bad. I don’t want this.”""},{  ""ste"": ""I feel something bad because of it. I want to say something bad now because of this. I want to say it in one moment.""},{  ""ste"": ""Because of this, I say this word.""},{  ""ste"": ""I think about this word like this: “Some people say this word at many times when they want to say something about God. Because of this, some people think it is bad if someone says this word when they want to say something bad. I don’t think the same. I want to say this word.”""}","{""nsm"": ""I thought like this a moment before: “it is like this, I know it now”""},{""nsm"": ""I think about it like this: “this is something very bad, I don’t want this”""},{""nsm"": ""I feel something bad because of it""},{""nsm"": ""I want to say something bad now because of this""},{""nsm"": ""I want to say it in one moment""},",,,,,,,,,,,,,,
,307,6,,,,"  {""ste"": ""I thought like this a short time before: “It is like this, I know it now.”""},{  ""ste"": ""I think about it like this: “This is something very bad. I don’t want this.”""},{  ""ste"": ""I feel something bad because of it. I want to say something bad now because of this. I want to say it in one moment.""},{  ""ste"": ""Because of this, I say this word.""},{  ""ste"": ""I think about this word like this: “Some people say this word at many times when they want to say something about God. Because of this, some people think it is bad if someone says this word when they want to say something bad. I don’t think the same. I want to say this word.”""},{  ""ste"": """"}","{""nsm"": ""I thought like this a moment before: “it is like this, I know it now”""},{""nsm"": ""I think about it like this: “this is something very bad, I don’t want this”""},{""nsm"": ""I feel something bad because of it""},{""nsm"": ""I want to say something bad now because of this""},{""nsm"": ""I want to say it in one moment""},{""nsm"": ""because of this, I say this word: {Christ}""},",,,,,,,,,,,,,,
,307,7,,,,"  {""ste"": ""I thought like this a short time before: “It is like this, I know it now.”""},{  ""ste"": ""I think about it like this: “This is something very bad. I don’t want this.”""},{  ""ste"": ""I feel something bad because of it. I want to say something bad now because of this. I want to say it in one moment.""},{  ""ste"": ""Because of this, I say this word.""},{  ""ste"": ""I think about this word like this: “Some people say this word at many times when they want to say something about God. Because of this, some people think it is bad if someone says this word when they want to say something bad. I don’t think the same. I want to say this word.”""},{  ""ste"": """"},{  ""ste"": """"}","{""nsm"": ""I thought like this a moment before: “it is like this, I know it now”""},{""nsm"": ""I think about it like this: “this is something very bad, I don’t want this”""},{""nsm"": ""I feel something bad because of it""},{""nsm"": ""I want to say something bad now because of this""},{""nsm"": ""I want to say it in one moment""},{""nsm"": ""because of this, I say this word: {Christ}""},{""nsm"": ""I think about this word like this:""},",,,,,,,,,,,,,,
,307,8,,,,"  {""ste"": ""I thought like this a short time before: “It is like this, I know it now.”""},{  ""ste"": ""I think about it like this: “This is something very bad. I don’t want this.”""},{  ""ste"": ""I feel something bad because of it. I want to say something bad now because of this. I want to say it in one moment.""},{  ""ste"": ""Because of this, I say this word.""},{  ""ste"": ""I think about this word like this: “Some people say this word at many times when they want to say something about God. Because of this, some people think it is bad if someone says this word when they want to say something bad. I don’t think the same. I want to say this word.”""},{  ""ste"": """"},{  ""ste"": """"},{  ""ste"": """"}","{""nsm"": ""I thought like this a moment before: “it is like this, I know it now”""},{""nsm"": ""I think about it like this: “this is something very bad, I don’t want this”""},{""nsm"": ""I feel something bad because of it""},{""nsm"": ""I want to say something bad now because of this""},{""nsm"": ""I want to say it in one moment""},{""nsm"": ""because of this, I say this word: {Christ}""},{""nsm"": ""I think about this word like this:""},{""nsm"": ""“some people say this word at many times when they want to say something about God [m]""},",,,,,,,,,,,,,,
,307,9,,,,"  {""ste"": ""I thought like this a short time before: “It is like this, I know it now.”""},{  ""ste"": ""I think about it like this: “This is something very bad. I don’t want this.”""},{  ""ste"": ""I feel something bad because of it. I want to say something bad now because of this. I want to say it in one moment.""},{  ""ste"": ""Because of this, I say this word.""},{  ""ste"": ""I think about this word like this: “Some people say this word at many times when they want to say something about God. Because of this, some people think it is bad if someone says this word when they want to say something bad. I don’t think the same. I want to say this word.”""},{  ""ste"": """"},{  ""ste"": """"},{  ""ste"": """"},{  ""ste"": """"}","{""nsm"": ""I thought like this a moment before: “it is like this, I know it now”""},{""nsm"": ""I think about it like this: “this is something very bad, I don’t want this”""},{""nsm"": ""I feel something bad because of it""},{""nsm"": ""I want to say something bad now because of this""},{""nsm"": ""I want to say it in one moment""},{""nsm"": ""because of this, I say this word: {Christ}""},{""nsm"": ""I think about this word like this:""},{""nsm"": ""“some people say this word at many times when they want to say something about God [m]""},{""nsm"": ""because of this, some people think like this: “it is bad if someone says this word when this someone wants to say something bad”""},",,,,,,,,,,,,,,
,308,1,bullshit!,,Someone said something.,"  {""ste"": ""Someone said something.""}","{""nsm"": ""Somebody has said something""},",,{Kidman:1993wo},,,,,phrase,,,,,,,
,308,2,,,I think like this about it “It is not true.” I feel something because of this.,"  {""ste"": ""Someone said something.""},{  ""ste"": ""I think like this about it “It is not true.” I feel something because of this.""}","{""nsm"": ""Somebody has said something""},{""nsm"": ""I don't think this is true""},",,,,,,,,,,,,,,
,308,3,,,Some people think some words are bad words. I want to say a word like this now.,"  {""ste"": ""Someone said something.""},{  ""ste"": ""I think like this about it “It is not true.” I feel something because of this.""},{  ""ste"": ""Some people think some words are bad words. I want to say a word like this now.""}","{""nsm"": ""Somebody has said something""},{""nsm"": ""I don't think this is true""},{""nsm"": ""I feel something because of this""},",,,,,,,,,,,,,,
,308,4,,,,"  {""ste"": ""Someone said something.""},{  ""ste"": ""I think like this about it “It is not true.” I feel something because of this.""},{  ""ste"": ""Some people think some words are bad words. I want to say a word like this now.""},{  ""ste"": """"}","{""nsm"": ""Somebody has said something""},{""nsm"": ""I don't think this is true""},{""nsm"": ""I feel something because of this""},{""nsm"": ""I say: {bullshit!}""},",,,,,,,,,,,,,,
,308,5,,,,"  {""ste"": ""Someone said something.""},{  ""ste"": ""I think like this about it “It is not true.” I feel something because of this.""},{  ""ste"": ""Some people think some words are bad words. I want to say a word like this now.""},{  ""ste"": """"},{  ""ste"": """"}","{""nsm"": ""Somebody has said something""},{""nsm"": ""I don't think this is true""},{""nsm"": ""I feel something because of this""},{""nsm"": ""I say: {bullshit!}""},{""nsm"": ""Other people would say this is a bad thing to say""},",,,,,,,,,,,,,,
